marital_status,is_displaced,gender,age,is_international,mothers_qualif,fathers_qualif,is_spec_needs,is_debtor,is_tuition_uptodate,is_scholarship,unempl_rate,infl_rate,gdp,application_order,course,is_daytime,prev_qualif,prev_qualif_grade,admission_grade,courses_credited,courses_enrolled,courses_evaluated,courses_approved,courses_avg_grade,courses_unevaluated,Target
single,1,0,19,0,2,1,0,0,0,0,9.4,-0.8,-3.12,5,Veterinary Nursing,1,4,121,114,0,5,12,0,0,4,Dropout
single,1,0,19,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Social Service,1,4,152,132.1,0,6,10,2,10.5,0,Dropout
married,0,0,27,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Veterinary Nursing,1,4,160,160,0,5,12,3,14,2,Graduate
single,1,0,22,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Veterinary Nursing,1,4,134,134,2,5,7,5,14.2,0,Graduate
single,1,0,18,0,1,4,0,0,1,0,15.5,2.8,-4.06,1,Journalism and Communication,1,4,128,124.2,0,6,8,5,13,0,Dropout
single,1,0,20,0,2,2,0,0,1,0,9.4,-0.8,-3.12,4,Tourism,1,4,125,115.6,0,6,6,6,11,0,Graduate
married,0,0,34,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Management (evening attendance),0,4,130,128.2,3,8,9,3,11,0,Dropout
single,1,0,18,0,4,2,0,0,1,0,13.9,-0.3,0.79,2,Nursing,1,4,138,132.8,0,7,9,6,12.385714285714286,0,Graduate
single,1,1,20,0,4,4,0,0,1,0,9.4,-0.8,-3.12,2,Journalism and Communication,1,4,121,123.1,0,6,12,4,14.75,0,Graduate
single,1,0,20,1,4,3,0,0,1,0,12.7,3.7,-1.7,1,Equinculture,1,4,134,125.6,0,5,6,5,16.166666666666668,0,Graduate
single,0,1,25,0,4,2,0,0,1,0,16.2,0.3,-0.92,1,Management (evening attendance),0,4,130,115,0,5,7,0,0,0,Dropout
single,1,1,18,0,5,3,0,0,1,0,8.9,1.4,3.51,4,Informatics Engineering,1,4,126,123.6,0,5,6,5,12.4,0,Dropout
single,0,1,18,0,4,4,0,0,0,0,8.9,1.4,3.51,1,Equinculture,1,4,148,141.7,0,6,8,5,11.6,0,Dropout
single,1,0,18,0,3,2,0,0,1,1,9.4,-0.8,-3.12,1,Basic Education,1,4,160,139,0,6,8,5,12.2,0,Dropout
single,0,0,19,0,4,3,0,0,1,1,12.4,0.5,1.79,1,Tourism,1,4,118,118,0,6,7,5,11,0,Graduate
single,1,0,19,0,2,3,0,0,1,1,10.8,1.4,1.74,2,Basic Education,1,4,150,142,0,6,8,6,12.333333333333334,0,Dropout
single,0,0,21,0,4,4,0,0,1,1,13.9,-0.3,0.79,1,Social Service,1,4,140,143.4,3,6,6,6,14.833333333333334,0,Graduate
single,1,0,20,0,4,1,0,0,1,1,12.4,0.5,1.79,1,Communication Design,1,4,110,105.1,0,6,6,6,12,0,Graduate
single,1,0,21,0,3,1,0,1,1,1,8.9,1.4,3.51,1,Social Service (evening attendance),0,4,140,138,13,13,13,11,12.727272727272728,0,Graduate
single,0,0,34,1,1,1,0,0,1,0,10.8,1.4,1.74,1,Management (evening attendance),0,4,133.1,114.7,2,2,2,2,10.5,0,Dropout
single,1,0,20,1,4,1,0,0,1,0,12.7,3.7,-1.7,4,Journalism and Communication,1,4,140,130.5,0,6,6,6,12.333333333333334,0,Graduate
single,0,1,24,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Management (evening attendance),0,4,110,134.3,0,5,10,0,0,0,Dropout
single,0,1,18,0,4,4,0,0,1,0,16.2,0.3,-0.92,1,Nursing,1,4,148,137.5,0,7,7,7,14.842857142857143,0,Graduate
single,0,1,28,0,4,4,0,0,1,0,11.1,0.6,2.02,1,Management (evening attendance),0,4,130,152.1,0,5,13,2,11,0,Dropout
single,0,1,20,0,2,2,0,0,1,0,7.6,2.6,0.32,1,Tourism,1,4,132,126.1,0,6,9,4,10.75,0,Dropout
single,1,1,22,0,4,4,0,0,1,0,9.4,-0.8,-3.12,1,Nursing,1,4,130,136,0,8,9,8,12.55375,1,Graduate
single,1,1,19,0,3,4,0,0,1,0,10.8,1.4,1.74,4,Nursing,1,4,128,124.3,0,8,8,7,12.665714285714284,0,Graduate
single,0,1,26,0,5,4,0,0,1,0,12.4,0.5,1.79,2,Oral Hygiene,1,4,133.1,136.1,0,7,7,2,11.75,0,Dropout
single,1,1,21,0,1,1,0,0,0,0,9.4,-0.8,-3.12,2,Tourism,1,4,120,115.1,0,6,11,3,11,0,Dropout
single,1,1,18,0,5,5,0,0,1,0,12.4,0.5,1.79,2,Animation and Multimedia Design,1,4,145,143.6,0,0,0,0,0,0,Graduate
single,1,1,18,0,1,2,0,0,1,0,11.1,0.6,2.02,1,Management,1,4,127,115.8,0,5,5,5,13.4,0,Graduate
single,1,1,22,0,3,3,0,0,1,0,11.1,0.6,2.02,2,Animation and Multimedia Design,1,4,135,149,14,17,21,17,12.578947368421051,0,Graduate
married,0,1,36,0,1,1,0,0,1,0,16.2,0.3,-0.92,1,Informatics Engineering,1,3,133.1,100,0,5,0,0,0,0,Dropout
single,1,1,20,0,2,2,0,0,1,1,13.9,-0.3,0.79,1,Journalism and Communication,1,4,125,133.4,0,6,8,6,12,0,Graduate
single,0,1,20,0,5,6,0,0,1,0,10.8,1.4,1.74,5,Advertising and Marketing Management,1,4,127,122.8,0,6,6,3,12.333333333333334,0,Dropout
single,0,1,25,0,1,4,0,0,1,0,12.4,0.5,1.79,1,Management (evening attendance),0,4,133.1,151.2,0,5,11,4,11.5,0,Dropout
single,0,1,35,0,1,3,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,4,150,137,1,6,7,5,12.8,0,Graduate
single,0,1,22,0,4,1,0,0,1,0,11.1,0.6,2.02,1,Animation and Multimedia Design,1,4,133.1,118,0,0,0,0,0,0,Dropout
single,0,1,20,0,2,2,0,1,0,0,16.2,0.3,-0.92,1,Agronomy,1,4,130,130,0,6,16,4,11.8,0,Dropout
single,0,1,50,0,1,4,0,0,1,0,16.2,0.3,-0.92,1,Social Service (evening attendance),0,3,133.1,112.5,6,13,13,6,11.333333333333334,0,Dropout
single,0,1,20,0,3,2,0,0,1,0,10.8,1.4,1.74,1,Nursing,1,4,125,118.3,0,8,12,5,12.002,1,Dropout
single,0,1,35,0,5,3,0,0,0,0,15.5,2.8,-4.06,1,Agronomy,1,5,140,140,0,6,10,5,15.2,0,Dropout
single,0,1,19,0,5,3,0,0,1,1,15.5,2.8,-4.06,1,Advertising and Marketing Management,1,4,110,109,0,6,7,6,13.142857142857142,0,Graduate
married,0,1,43,0,1,1,0,0,1,0,9.4,-0.8,-3.12,2,Management,1,4,133.1,110,0,5,14,0,0,1,Dropout
single,0,1,19,0,5,2,0,0,1,0,10.8,1.4,1.74,5,Nursing,1,4,124,119.8,0,8,11,7,13.867142857142856,0,Graduate
single,0,1,25,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Nursing,1,4,114,130,0,8,11,6,12.675,0,Graduate
single,1,1,19,0,4,5,0,0,1,0,13.9,-0.3,0.79,1,Animation and Multimedia Design,1,4,155,167.3,0,0,0,0,0,0,Graduate
single,1,1,22,0,2,1,0,0,1,0,12.7,3.7,-1.7,1,Animation and Multimedia Design,1,4,133.1,136,0,0,0,0,0,0,Dropout
single,0,1,19,0,1,1,0,0,1,1,11.1,0.6,2.02,1,Tourism,1,4,125,124,0,6,7,6,11,0,Dropout
married,0,1,32,0,3,1,0,0,1,0,13.9,-0.3,0.79,1,Management (evening attendance),0,4,120,132.9,0,5,11,4,10.75,0,Dropout
married,1,1,57,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Journalism and Communication,1,2,100,154,0,6,7,5,14.2,0,Graduate
single,0,1,20,0,4,3,0,0,0,0,16.2,0.3,-0.92,1,Nursing,1,4,133.1,115,0,7,11,4,12.6,0,Dropout
single,1,1,38,0,4,4,0,0,0,0,8.9,1.4,3.51,1,Management (evening attendance),0,4,120,96,0,5,5,0,0,0,Dropout
married,0,1,45,0,1,5,0,0,1,0,12.4,0.5,1.79,1,Management (evening attendance),0,4,120,168.2,0,5,6,5,14,0,Graduate
married,0,1,43,0,1,1,0,1,0,0,10.8,1.4,1.74,1,Journalism and Communication,1,4,110,140,0,6,16,2,10,0,Dropout
single,1,1,19,0,2,4,0,0,1,0,10.8,1.4,1.74,4,Communication Design,1,4,144,137.4,0,6,6,6,13.833333333333334,0,Graduate
married,0,1,49,0,3,3,0,0,0,0,15.5,2.8,-4.06,1,Management (evening attendance),0,3,133.1,150,0,5,8,2,11,0,Dropout
single,0,1,34,0,1,2,0,0,1,0,11.1,0.6,2.02,1,Social Service (evening attendance),0,4,133.1,148.5,0,6,6,4,12.25,0,Dropout
married,0,1,43,0,2,2,0,0,1,0,10.8,1.4,1.74,1,Management (evening attendance),0,4,120,138.7,0,5,5,5,13.8,0,Graduate
single,0,1,21,0,3,4,0,0,1,0,15.5,2.8,-4.06,2,Tourism,1,4,120,117.2,0,6,8,3,12,0,Dropout
single,1,1,19,0,3,1,0,0,1,1,10.8,1.4,1.74,1,Advertising and Marketing Management,1,4,134,125.3,0,6,7,4,13.75,0,Graduate
married,0,1,43,0,1,1,0,0,1,0,16.2,0.3,-0.92,1,Oral Hygiene,1,4,110,140,0,7,7,0,0,0,Dropout
single,0,1,31,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Management (evening attendance),0,4,130,124,1,5,6,5,13.833333333333334,0,Graduate
single,0,1,34,0,1,2,0,0,1,0,8.9,1.4,3.51,1,Management (evening attendance),0,4,150,127,0,5,5,5,15.8,0,Graduate
divorced,0,1,30,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Nursing,1,3,100,110,11,14,26,12,12.52608695652174,1,Graduate
married,0,1,36,0,2,2,0,0,1,0,16.2,0.3,-0.92,1,Nursing,1,3,133.1,170,0,7,9,6,12.783333333333331,0,Dropout
single,0,1,46,0,1,1,0,1,0,0,11.1,0.6,2.02,1,Management (evening attendance),0,5,120,120,0,5,5,0,0,0,Dropout
single,0,1,22,0,4,3,0,0,1,0,7.6,2.6,0.32,1,Veterinary Nursing,1,4,133.1,130,0,5,8,3,13,0,Graduate
single,0,1,27,0,4,3,0,0,1,0,16.2,0.3,-0.92,1,Agronomy,1,5,130,130,0,6,8,0,0,0,Dropout
single,0,1,31,0,3,3,0,1,0,0,12.7,3.7,-1.7,1,Informatics Engineering,1,4,140,120,0,4,4,0,0,0,Dropout
single,1,1,21,0,4,2,0,0,0,0,10.8,1.4,1.74,1,Journalism and Communication,1,4,145,132.8,0,6,10,2,12,0,Dropout
single,0,1,21,0,3,3,0,0,1,0,16.2,0.3,-0.92,1,Management,1,4,133.1,100,0,5,7,4,10.75,0,Dropout
single,0,1,19,0,4,6,0,0,1,0,16.2,0.3,-0.92,1,Management,1,4,127,121.8,0,5,8,5,11.6,0,Graduate
single,1,1,20,0,3,3,0,0,1,1,8.9,1.4,3.51,4,Management,1,4,114,109.5,0,5,6,5,11.8,0,Graduate
single,0,1,18,0,2,4,0,0,1,0,12.4,0.5,1.79,1,Agronomy,1,4,140,138.3,0,6,7,6,16,0,Graduate
single,0,1,18,0,4,4,0,0,1,1,16.2,0.3,-0.92,2,Journalism and Communication,1,4,140,131.6,0,6,6,6,12.666666666666666,0,Graduate
single,0,1,34,0,3,3,0,1,0,0,15.5,2.8,-4.06,1,Tourism,1,3,133.1,101.5,0,6,6,0,0,0,Dropout
single,0,1,20,0,1,4,0,0,1,0,16.2,0.3,-0.92,1,Communication Design,1,4,123.9,123.9,2,7,9,5,12.6,0,Dropout
single,0,1,18,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Nursing,1,4,157,143,0,8,8,7,13.4,0,Graduate
single,1,1,21,0,4,4,0,1,1,0,16.2,0.3,-0.92,1,Animation and Multimedia Design,1,4,127,126.3,0,0,0,0,0,0,Dropout
married,0,1,26,0,5,4,0,0,1,0,12.4,0.5,1.79,1,Agronomy,1,4,120,113.3,0,6,9,1,10,0,Dropout
single,1,1,20,0,2,3,0,1,1,0,9.4,-0.8,-3.12,1,Informatics Engineering,1,4,130,119.9,0,5,5,0,0,0,Dropout
single,0,1,25,0,4,2,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,4,140,140,0,6,16,3,11.25,0,Dropout
single,1,1,24,0,3,7,0,0,1,0,9.4,-0.8,-3.12,2,Management,1,4,143,100,0,5,8,3,10.666666666666666,1,Dropout
single,0,1,20,0,5,5,0,0,1,0,7.6,2.6,0.32,1,Equinculture,1,4,125,132.4,0,5,7,4,11.75,0,Graduate
single,0,1,20,0,4,5,0,0,1,0,12.7,3.7,-1.7,1,Management,1,4,136,137.1,0,5,5,0,0,0,Dropout
single,1,0,18,0,5,4,0,0,1,0,10.8,1.4,1.74,3,Communication Design,1,4,157,138.1,0,6,6,6,12.666666666666666,0,Graduate
single,1,0,22,0,2,1,0,0,1,0,11.1,0.6,2.02,1,Tourism,1,4,116,109.7,0,6,7,5,14,0,Graduate
single,0,0,41,0,1,1,0,0,0,0,9.4,-0.8,-3.12,1,Social Service (evening attendance),0,4,113,128.2,0,6,6,0,0,6,Dropout
single,0,0,19,0,1,2,0,1,1,1,12.7,3.7,-1.7,2,Management,1,4,130,117.8,0,5,11,2,11.5,0,Dropout
single,1,0,21,0,5,5,0,0,1,0,13.9,-0.3,0.79,1,Equinculture,1,4,150,150,0,6,10,6,12,0,Graduate
single,1,0,30,0,4,4,0,1,1,0,13.9,-0.3,0.79,1,Veterinary Nursing,1,4,110,160,0,6,7,6,16.428571428571427,0,Dropout
single,1,0,21,0,2,2,0,0,1,1,11.1,0.6,2.02,5,Nursing,1,4,101,104.5,0,7,9,5,13.336000000000002,0,Graduate
single,0,0,21,1,4,4,0,0,1,0,11.1,0.6,2.02,1,Advertising and Marketing Management,1,4,133.1,100,2,7,9,7,14.666666666666666,0,Graduate
single,1,0,18,0,4,4,0,0,1,0,10.8,1.4,1.74,1,Nursing,1,4,138,132.5,0,8,8,7,14.115714285714288,0,Graduate
single,1,0,19,0,5,4,0,0,1,1,12.4,0.5,1.79,4,Veterinary Nursing,1,4,138,123.3,0,6,7,6,14.857142857142858,0,Graduate
single,1,0,18,0,4,2,0,0,1,1,8.9,1.4,3.51,2,Veterinary Nursing,1,4,141,128.9,0,6,7,6,13.833333333333334,0,Graduate
single,1,0,18,0,3,4,0,0,1,1,13.9,-0.3,0.79,2,Management,1,4,133,120.1,0,5,15,2,10,0,Dropout
single,1,0,24,0,1,1,0,0,1,1,10.8,1.4,1.74,1,Nursing,1,4,100,160,0,8,15,6,12.415,0,Graduate
single,1,0,23,0,3,3,0,0,1,0,16.2,0.3,-0.92,1,Veterinary Nursing,1,4,150,150,1,6,14,5,14.428571428571429,0,Graduate
single,1,0,18,0,2,3,0,0,1,1,10.8,1.4,1.74,2,Nursing,1,4,129,124,0,8,8,7,14.312857142857142,0,Graduate
single,1,0,20,0,2,2,0,0,1,0,9.4,-0.8,-3.12,1,Equinculture,1,4,133,120.4,0,5,9,4,12,1,Graduate
single,0,0,18,0,6,4,0,0,1,0,11.1,0.6,2.02,1,Social Service,1,4,133,131.6,0,6,7,6,13.833333333333334,0,Graduate
single,1,0,20,0,5,3,0,0,1,0,11.1,0.6,2.02,1,Social Service,1,4,107,104.2,0,6,6,6,12.166666666666666,0,Graduate
single,1,0,22,0,4,3,0,0,1,1,12.4,0.5,1.79,4,Journalism and Communication,1,4,136,121.7,0,6,7,5,13.2,0,Graduate
single,1,0,20,0,1,1,0,1,1,0,7.6,2.6,0.32,1,Nursing,1,4,125,126,0,7,7,6,15.4,0,Graduate
single,1,0,19,0,4,1,0,0,1,1,13.9,-0.3,0.79,4,Nursing,1,4,137,128.4,0,7,7,7,13.385714285714286,0,Graduate
single,1,0,18,0,5,4,0,1,1,0,15.5,2.8,-4.06,1,Equinculture,1,4,144,134.9,0,6,13,6,10.857142857142858,0,Dropout
single,0,0,18,0,2,1,0,0,1,0,13.9,-0.3,0.79,2,Management,1,4,146,143.9,0,5,11,5,11.333333333333334,0,Graduate
single,1,0,19,0,1,4,0,0,1,1,10.8,1.4,1.74,4,Veterinary Nursing,1,4,145,145,0,5,7,4,14.5,0,Graduate
single,1,0,19,0,3,2,0,0,1,1,10.8,1.4,1.74,2,Communication Design,1,4,126,132,0,6,6,6,14.166666666666666,0,Graduate
single,0,0,24,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,4,141,136.1,0,6,7,6,12.833333333333334,0,Graduate
single,0,0,21,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Social Service,1,4,141,138.9,0,6,7,6,13.333333333333334,0,Graduate
single,1,0,20,0,4,4,0,0,1,1,11.1,0.6,2.02,1,Social Service,1,4,133.1,102,0,6,7,6,13.666666666666666,0,Graduate
single,0,0,28,0,3,3,0,1,0,1,13.9,-0.3,0.79,1,Tourism,1,4,133.1,123,0,6,6,6,10.833333333333334,0,Dropout
single,1,0,21,0,1,3,0,0,1,0,7.6,2.6,0.32,2,Basic Education,1,4,127,137.5,0,6,7,6,13.428571428571429,0,Graduate
single,0,1,36,0,5,5,0,0,0,0,16.2,0.3,-0.92,1,Agronomy,1,4,130,105.3,0,6,8,0,0,0,Dropout
married,0,1,42,0,1,1,0,0,0,0,12.7,3.7,-1.7,1,Management (evening attendance),0,4,110,130,0,4,4,0,0,0,Dropout
married,0,1,47,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Management (evening attendance),0,4,150,122.5,0,5,9,4,11.5,0,Dropout
single,0,1,25,0,4,2,0,0,0,0,9.4,-0.8,-3.12,1,Informatics Engineering,1,4,160,112,0,5,8,0,0,0,Dropout
single,0,1,25,0,4,1,0,0,1,1,15.5,2.8,-4.06,1,Advertising and Marketing Management,1,3,170,110,0,6,8,6,14.142857142857142,0,Graduate
married,0,1,48,0,3,1,0,0,1,0,12.4,0.5,1.79,1,Social Service (evening attendance),0,3,133.1,149.5,0,6,6,0,0,0,Dropout
single,0,1,32,0,2,2,0,0,1,1,10.8,1.4,1.74,1,Management (evening attendance),0,4,120,141,5,10,12,10,13.8,0,Graduate
single,0,1,38,0,2,2,0,0,1,0,8.9,1.4,3.51,1,Management (evening attendance),0,5,130,130,10,10,10,10,13.6,0,Dropout
single,0,1,37,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Social Service,1,5,130,130,11,16,23,15,11.733333333333333,0,Graduate
single,0,1,26,0,1,1,0,0,0,0,10.8,1.4,1.74,2,Management,1,4,120,104,0,5,8,1,10,0,Dropout
single,0,1,23,0,5,7,0,0,1,0,13.9,-0.3,0.79,1,Veterinary Nursing,1,4,110,110,0,6,19,0,0,0,Dropout
single,1,1,26,0,5,2,0,0,1,0,11.1,0.6,2.02,1,Nursing,1,6,150,127,2,7,8,6,13.046666666666669,0,Dropout
single,0,0,26,0,4,4,0,0,1,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,5,133.1,130,8,11,16,10,11.8,0,Graduate
single,1,0,18,0,4,4,0,0,1,0,9.4,-0.8,-3.12,4,Nursing,1,4,145,127.5,0,8,8,8,13.11,0,Graduate
single,1,0,27,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Nursing,1,5,130,130,0,8,8,7,14.414285714285716,0,Graduate
legally_separated,0,0,24,0,3,4,0,0,0,0,10.8,1.4,1.74,3,Social Service (evening attendance),0,4,115,115,0,5,5,0,0,0,Dropout
single,1,0,20,0,2,3,0,0,1,0,15.5,2.8,-4.06,1,Management,1,4,124,126.8,0,5,8,5,12.333333333333334,0,Graduate
single,1,0,18,0,4,3,0,0,1,1,15.5,2.8,-4.06,1,Nursing,1,4,124,116.7,0,7,9,0,0,0,Dropout
single,1,0,18,0,3,2,0,0,1,1,12.7,3.7,-1.7,6,Oral Hygiene,1,4,134,128.5,0,7,9,7,14.1,0,Graduate
single,1,0,18,0,1,1,0,0,1,0,9.4,-0.8,-3.12,4,Nursing,1,4,137,127.5,0,8,8,8,13.045,0,Graduate
single,1,0,19,0,4,4,0,0,1,1,9.4,-0.8,-3.12,3,Nursing,1,4,136,148.8,0,8,8,8,14.2525,0,Graduate
single,1,0,18,0,2,1,0,0,1,0,10.8,1.4,1.74,4,Nursing,1,4,142,127.3,0,8,8,7,15.075714285714286,0,Graduate
single,1,0,23,0,4,1,0,0,1,0,15.5,2.8,-4.06,0,Agronomy,1,5,130,130,10,17,28,17,13.15,2,Graduate
single,1,0,21,0,3,3,0,0,1,1,13.9,-0.3,0.79,2,Social Service,1,4,136,121.7,0,6,9,5,12.333333333333334,0,Graduate
single,1,0,18,0,2,2,0,0,1,1,16.2,0.3,-0.92,3,Nursing,1,4,137,122.7,0,7,8,7,13.778571428571428,0,Graduate
single,1,0,20,0,-1,1,0,1,0,0,10.8,1.4,1.74,1,Basic Education,1,4,125,129.2,0,6,12,3,10.333333333333334,0,Dropout
single,0,0,18,0,1,1,0,0,1,1,13.9,-0.3,0.79,1,Communication Design,1,4,152,136.3,1,6,8,6,13.571428571428571,1,Graduate
single,0,0,29,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Social Service (evening attendance),0,4,125,114.9,8,11,14,11,12.75,0,Graduate
single,1,1,28,0,2,4,0,0,1,0,7.6,2.6,0.32,1,Journalism and Communication,1,4,133.1,102,0,6,11,3,13,0,Dropout
single,0,1,24,0,3,3,0,1,0,0,10.8,1.4,1.74,1,Advertising and Marketing Management,1,4,148,130.9,0,6,12,0,0,0,Dropout
single,0,1,33,0,1,1,0,1,1,1,15.5,2.8,-4.06,1,Animation and Multimedia Design,1,4,133.1,100,0,0,0,0,0,0,Dropout
single,1,1,19,0,3,1,0,0,0,0,9.4,-0.8,-3.12,1,Management,1,4,115,112.9,0,5,7,2,12.5,0,Dropout
single,0,1,19,0,2,3,0,0,1,0,11.1,0.6,2.02,1,Veterinary Nursing,1,4,120,112.7,0,6,7,6,14.857142857142858,0,Graduate
divorced,0,1,37,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Social Service (evening attendance),0,4,133.1,143,3,9,13,8,12,0,Graduate
single,1,1,18,0,2,1,0,1,0,1,12.7,3.7,-1.7,1,Animation and Multimedia Design,1,4,168,155.1,0,0,0,0,0,0,Graduate
married,0,1,37,0,1,1,0,0,1,0,13.9,-0.3,0.79,1,Nursing,1,2,133.1,146.6,0,7,8,7,12.828571428571427,0,Graduate
single,0,1,36,0,1,1,0,0,1,0,12.4,0.5,1.79,1,Nursing,1,4,137,141,0,7,0,0,0,0,Dropout
single,1,1,19,0,4,2,0,0,1,0,8.9,1.4,3.51,2,Advertising and Marketing Management,1,4,123,120.6,0,6,6,6,13.333333333333334,0,Graduate
single,1,1,33,0,3,4,0,0,1,1,9.4,-0.8,-3.12,1,Nursing,1,4,150,110,6,14,20,14,13.072857142857144,6,Graduate
single,0,1,34,0,4,4,0,0,0,0,15.5,2.8,-4.06,1,Informatics Engineering,1,4,120,108.6,2,7,13,5,12,0,Dropout
single,1,0,18,0,5,3,0,0,1,0,12.4,0.5,1.79,1,Tourism,1,4,145,134.9,0,6,6,6,15.5,0,Graduate
single,1,0,20,0,5,4,0,0,1,0,12.4,0.5,1.79,1,Equinculture,1,4,120,120,0,6,6,0,0,0,Dropout
single,0,0,19,0,3,1,0,0,1,1,13.9,-0.3,0.79,1,Journalism and Communication,1,4,142,141.3,0,6,7,6,14.714285714285714,0,Graduate
single,1,0,20,0,3,3,0,0,1,0,13.9,-0.3,0.79,3,Veterinary Nursing,1,4,147,135.6,0,6,7,6,16.714285714285715,0,Graduate
single,1,0,19,0,3,3,0,0,1,1,12.4,0.5,1.79,1,Social Service,1,4,125,121.5,0,6,9,6,10.857142857142858,0,Graduate
single,1,0,19,0,3,3,0,0,1,0,12.4,0.5,1.79,4,Nursing,1,4,126,125,0,7,8,6,11.658333333333331,0,Graduate
single,1,0,22,1,1,3,0,0,1,1,9.4,-0.8,-3.12,2,Journalism and Communication,1,4,132,119.1,0,6,8,5,11.6,0,Graduate
single,0,0,18,0,4,2,0,0,1,1,12.4,0.5,1.79,1,Journalism and Communication,1,4,123,116.7,0,6,6,6,12.166666666666666,0,Graduate
single,0,0,19,0,2,1,0,0,1,1,12.7,3.7,-1.7,1,Basic Education,1,4,128,124.9,0,6,6,6,12.5,0,Graduate
single,1,0,31,0,3,4,0,1,0,0,7.6,2.6,0.32,1,Nursing,1,4,100,114,0,7,8,5,12.56,0,Dropout
single,1,0,18,0,4,4,0,0,1,0,11.1,0.6,2.02,5,Nursing,1,4,140,131.1,0,7,7,7,13.19,0,Graduate
single,0,0,19,0,4,3,0,1,1,1,10.8,1.4,1.74,1,Social Service,1,4,145,129.3,0,6,11,3,11,0,Graduate
single,1,0,18,0,5,2,0,0,1,0,13.9,-0.3,0.79,1,Animation and Multimedia Design,1,4,143,129.7,0,0,0,0,0,0,Graduate
single,0,0,19,0,1,2,0,0,1,1,15.5,2.8,-4.06,1,Social Service,1,4,132,120.8,0,6,11,5,11.6,0,Graduate
single,0,0,19,0,3,3,0,0,1,0,7.6,2.6,0.32,1,Nursing,1,4,130,135,0,7,7,6,14.266666666666666,0,Graduate
married,0,0,30,0,1,-1,0,0,1,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,5,124.4,130,8,10,11,9,12.666666666666666,0,Graduate
single,1,0,18,0,4,4,0,0,1,0,12.7,3.7,-1.7,6,Nursing,1,4,144,130.8,0,8,11,7,12.771428571428572,0,Graduate
single,1,0,21,0,7,5,0,0,1,0,12.7,3.7,-1.7,5,Veterinary Nursing,1,4,121,111.9,0,5,12,0,0,3,Dropout
single,0,0,19,0,4,2,0,0,1,1,13.9,-0.3,0.79,1,Social Service,1,4,150,145.9,3,6,6,6,15.5,0,Graduate
single,1,0,19,0,3,3,0,0,1,0,8.9,1.4,3.51,1,Equinculture,1,4,117,113.5,0,6,8,6,11.333333333333334,0,Dropout
single,1,0,19,0,4,3,0,0,1,1,8.9,1.4,3.51,2,Advertising and Marketing Management,1,4,121,135.4,0,6,6,6,13.333333333333334,0,Graduate
married,0,0,39,0,1,1,0,0,1,1,16.2,0.3,-0.92,1,Management (evening attendance),0,4,140,130.2,0,5,13,4,12.333333333333334,0,Graduate
single,1,0,20,0,5,4,0,0,1,0,12.7,3.7,-1.7,1,Animation and Multimedia Design,1,4,130,126.9,0,0,0,0,0,0,Dropout
single,1,0,19,0,3,2,0,0,1,0,8.9,1.4,3.51,5,Management,1,4,131,119.8,0,5,8,5,12.6,0,Graduate
single,1,0,24,0,3,3,0,0,1,0,13.9,-0.3,0.79,1,Veterinary Nursing,1,4,133.1,130,0,6,7,6,14.857142857142858,0,Graduate
married,0,0,34,0,3,1,0,0,1,0,7.6,2.6,0.32,1,Management,1,4,130,138,12,15,17,12,11.916666666666666,0,Graduate
married,1,0,46,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Management (evening attendance),0,4,110,114.6,0,5,5,0,0,0,Dropout
single,0,0,37,0,1,1,0,0,0,0,15.5,2.8,-4.06,1,Management (evening attendance),0,4,140,140,0,5,5,0,0,0,Dropout
single,1,0,18,0,2,3,0,0,1,0,8.9,1.4,3.51,2,Veterinary Nursing,1,4,148,134.7,0,6,6,6,17,0,Graduate
married,0,0,46,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,4,140,104.8,14,19,24,19,12.210526315789474,0,Graduate
married,0,0,30,0,5,4,0,0,1,1,13.9,-0.3,0.79,1,Communication Design,1,4,160,126.5,1,6,8,6,13,1,Graduate
divorced,0,0,37,0,1,1,0,1,0,0,12.7,3.7,-1.7,1,Management (evening attendance),0,4,130,118.1,0,5,0,0,0,0,Dropout
